,action,boro,critical_flag,cuisine_description,dba,grade,inspection_date,zipcode
1327,Violations were cited in the following area(s).,MANHATTAN,Critical,Spanish,SPAIN RESTAURANT & BAR,,2018-09-12T00:00:00.000,10011
1328,Violations were cited in the following area(s).,MANHATTAN,Critical,Spanish,SPAIN RESTAURANT & BAR,,2018-09-12T00:00:00.000,10011
1329,Establishment re-opened by DOHMH,MANHATTAN,Critical,Spanish,SPAIN RESTAURANT & BAR,C,2018-05-02T00:00:00.000,10011
1330,Establishment re-opened by DOHMH,MANHATTAN,Critical,Spanish,SPAIN RESTAURANT & BAR,C,2018-05-02T00:00:00.000,10011
1331,Establishment re-opened by DOHMH,MANHATTAN,Not Critical,Spanish,SPAIN RESTAURANT & BAR,C,2018-05-02T00:00:00.000,10011
1332,Establishment re-opened by DOHMH,MANHATTAN,Not Critical,Spanish,SPAIN RESTAURANT & BAR,C,2018-05-02T00:00:00.000,10011
1333,Establishment re-closed by DOHMH,MANHATTAN,Critical,Spanish,SPAIN RESTAURANT & BAR,,2018-04-27T00:00:00.000,10011
1334,Establishment re-closed by DOHMH,MANHATTAN,Not Critical,Spanish,SPAIN RESTAURANT & BAR,,2018-04-27T00:00:00.000,10011
1335,Establishment re-closed by DOHMH,MANHATTAN,Not Critical,Spanish,SPAIN RESTAURANT & BAR,,2018-04-27T00:00:00.000,10011
1336,Establishment re-closed by DOHMH,MANHATTAN,Critical,Spanish,SPAIN RESTAURANT & BAR,,2018-04-25T00:00:00.000,10011
1337,Establishment re-closed by DOHMH,MANHATTAN,Not Critical,Spanish,SPAIN RESTAURANT & BAR,,2018-04-25T00:00:00.000,10011
1338,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,MANHATTAN,Critical,Spanish,SPAIN RESTAURANT & BAR,,2018-04-19T00:00:00.000,10011
1339,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,MANHATTAN,Critical,Spanish,SPAIN RESTAURANT & BAR,,2018-04-19T00:00:00.000,10011
1340,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,MANHATTAN,Not Critical,Spanish,SPAIN RESTAURANT & BAR,,2018-04-19T00:00:00.000,10011
1341,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,MANHATTAN,Not Critical,Spanish,SPAIN RESTAURANT & BAR,,2018-04-19T00:00:00.000,10011
1342,Violations were cited in the following area(s).,MANHATTAN,Critical,Spanish,SPAIN RESTAURANT & BAR,,2017-12-14T00:00:00.000,10011
1343,Violations were cited in the following area(s).,MANHATTAN,Critical,Spanish,SPAIN RESTAURANT & BAR,,2017-12-14T00:00:00.000,10011
1344,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Spanish,SPAIN RESTAURANT & BAR,,2017-12-14T00:00:00.000,10011
1345,Violations were cited in the following area(s).,MANHATTAN,Critical,Spanish,SPAIN RESTAURANT & BAR,A,2016-09-29T00:00:00.000,10011
1346,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Spanish,SPAIN RESTAURANT & BAR,A,2016-09-29T00:00:00.000,10011
1347,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Spanish,SPAIN RESTAURANT & BAR,A,2016-09-29T00:00:00.000,10011
1348,Violations were cited in the following area(s).,BRONX,Critical,American,YANKEE TAVERN,B,2019-03-11T00:00:00.000,10451
1349,Violations were cited in the following area(s).,BRONX,Not Critical,American,YANKEE TAVERN,B,2019-03-11T00:00:00.000,10451
1350,Violations were cited in the following area(s).,BRONX,Not Critical,American,YANKEE TAVERN,B,2019-03-11T00:00:00.000,10451
1351,Violations were cited in the following area(s).,BRONX,Critical,American,YANKEE TAVERN,,2019-02-14T00:00:00.000,10451
1352,Violations were cited in the following area(s).,BRONX,Critical,American,YANKEE TAVERN,,2019-02-14T00:00:00.000,10451
1353,Violations were cited in the following area(s).,BRONX,Not Critical,American,YANKEE TAVERN,,2019-02-14T00:00:00.000,10451
1354,Violations were cited in the following area(s).,BRONX,Not Critical,American,YANKEE TAVERN,,2019-02-14T00:00:00.000,10451
1355,Violations were cited in the following area(s).,BRONX,Critical,American,YANKEE TAVERN,B,2018-07-02T00:00:00.000,10451
1356,Violations were cited in the following area(s).,BRONX,Critical,American,YANKEE TAVERN,B,2018-07-02T00:00:00.000,10451
1357,Violations were cited in the following area(s).,BRONX,Not Critical,American,YANKEE TAVERN,B,2018-07-02T00:00:00.000,10451
1358,Violations were cited in the following area(s).,BRONX,Critical,American,YANKEE TAVERN,,2018-05-14T00:00:00.000,10451
1359,Violations were cited in the following area(s).,BRONX,Critical,American,YANKEE TAVERN,,2018-05-14T00:00:00.000,10451
1360,Violations were cited in the following area(s).,BRONX,Not Critical,American,YANKEE TAVERN,,2018-05-14T00:00:00.000,10451
1361,Violations were cited in the following area(s).,BRONX,Not Critical,American,YANKEE TAVERN,,2018-05-14T00:00:00.000,10451
1362,Violations were cited in the following area(s).,BRONX,Critical,American,YANKEE TAVERN,A,2017-06-12T00:00:00.000,10451
1363,Violations were cited in the following area(s).,BRONX,Not Critical,American,YANKEE TAVERN,A,2017-06-12T00:00:00.000,10451
1364,Violations were cited in the following area(s).,BRONX,Not Critical,American,YANKEE TAVERN,A,2017-06-12T00:00:00.000,10451
1365,Violations were cited in the following area(s).,BRONX,Critical,American,YANKEE TAVERN,A,2016-11-23T00:00:00.000,10451
1366,Violations were cited in the following area(s).,BRONX,Critical,American,YANKEE TAVERN,A,2016-11-23T00:00:00.000,10451
1367,Violations were cited in the following area(s).,BRONX,Critical,American,YANKEE TAVERN,,2016-10-20T00:00:00.000,10451
1368,Violations were cited in the following area(s).,BRONX,Critical,American,YANKEE TAVERN,,2016-10-20T00:00:00.000,10451
1369,Violations were cited in the following area(s).,BRONX,Critical,American,YANKEE TAVERN,,2016-10-20T00:00:00.000,10451
1370,Violations were cited in the following area(s).,BRONX,Critical,American,YANKEE TAVERN,,2016-10-20T00:00:00.000,10451
1371,Violations were cited in the following area(s).,BRONX,Not Critical,American,YANKEE TAVERN,,2016-10-20T00:00:00.000,10451
1372,Violations were cited in the following area(s).,MANHATTAN,Critical,Donuts,DONUT PUB,A,2018-08-10T00:00:00.000,10011
1373,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Donuts,DONUT PUB,A,2018-08-10T00:00:00.000,10011
1374,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Donuts,DONUT PUB,A,2018-08-10T00:00:00.000,10011
1375,Violations were cited in the following area(s).,MANHATTAN,Critical,Donuts,DONUT PUB,A,2018-04-24T00:00:00.000,10011
1376,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Donuts,DONUT PUB,A,2018-04-24T00:00:00.000,10011
1377,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Donuts,DONUT PUB,A,2018-04-24T00:00:00.000,10011
1378,Violations were cited in the following area(s).,MANHATTAN,Critical,Donuts,DONUT PUB,,2018-04-16T00:00:00.000,10011
1379,Violations were cited in the following area(s).,MANHATTAN,Critical,Donuts,DONUT PUB,,2018-04-16T00:00:00.000,10011
1380,Violations were cited in the following area(s).,MANHATTAN,Critical,Donuts,DONUT PUB,,2018-04-16T00:00:00.000,10011
1381,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Donuts,DONUT PUB,,2018-04-16T00:00:00.000,10011
1382,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Donuts,DONUT PUB,,2018-04-16T00:00:00.000,10011
1383,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Donuts,DONUT PUB,,2018-04-16T00:00:00.000,10011
1384,Violations were cited in the following area(s).,MANHATTAN,Critical,Donuts,DONUT PUB,A,2017-04-11T00:00:00.000,10011
1385,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Donuts,DONUT PUB,A,2017-04-11T00:00:00.000,10011
1386,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Donuts,DONUT PUB,A,2017-04-11T00:00:00.000,10011
1387,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Donuts,DONUT PUB,,2017-04-11T00:00:00.000,10011
1388,Violations were cited in the following area(s).,MANHATTAN,Critical,Donuts,DONUT PUB,A,2016-09-26T00:00:00.000,10011
1389,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Donuts,DONUT PUB,A,2016-09-26T00:00:00.000,10011
1390,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Donuts,DONUT PUB,A,2016-09-26T00:00:00.000,10011
1391,Violations were cited in the following area(s).,MANHATTAN,Critical,Donuts,DONUT PUB,,2016-08-31T00:00:00.000,10011
1392,Violations were cited in the following area(s).,MANHATTAN,Critical,Donuts,DONUT PUB,,2016-08-31T00:00:00.000,10011
1393,Violations were cited in the following area(s).,MANHATTAN,Critical,Donuts,DONUT PUB,,2016-08-31T00:00:00.000,10011
1394,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Donuts,DONUT PUB,,2016-08-31T00:00:00.000,10011
1395,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Donuts,DONUT PUB,,2016-08-31T00:00:00.000,10011
1396,Violations were cited in the following area(s).,MANHATTAN,Critical,Donuts,DONUT PUB,A,2016-03-07T00:00:00.000,10011
1397,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Donuts,DONUT PUB,A,2016-03-07T00:00:00.000,10011
1398,Violations were cited in the following area(s).,MANHATTAN,Critical,Donuts,DONUT PUB,,2016-02-24T00:00:00.000,10011
1399,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Donuts,DONUT PUB,,2016-02-24T00:00:00.000,10011
1400,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Donuts,DONUT PUB,,2016-01-08T00:00:00.000,10011
1401,No violations were recorded at the time of this inspection.,MANHATTAN,Not Applicable,Donuts,DONUT PUB,,2016-01-08T00:00:00.000,10011
1402,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Donuts,DONUT PUB,,2015-12-22T00:00:00.000,10011
1403,Violations were cited in the following area(s).,MANHATTAN,Critical,Donuts,DONUT PUB,C,2015-10-14T00:00:00.000,10011
1404,Violations were cited in the following area(s).,MANHATTAN,Critical,Donuts,DONUT PUB,C,2015-10-14T00:00:00.000,10011
1405,Violations were cited in the following area(s).,MANHATTAN,Critical,Donuts,DONUT PUB,C,2015-10-14T00:00:00.000,10011
1406,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Donuts,DONUT PUB,C,2015-10-14T00:00:00.000,10011
1407,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Donuts,DONUT PUB,C,2015-10-14T00:00:00.000,10011
1408,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Donuts,DONUT PUB,C,2015-10-14T00:00:00.000,10011
1409,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Donuts,DONUT PUB,C,2015-10-14T00:00:00.000,10011
1410,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Donuts,DONUT PUB,,2015-10-14T00:00:00.000,10011
1411,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Donuts,DONUT PUB,,2015-10-14T00:00:00.000,10011
1412,Violations were cited in the following area(s).,MANHATTAN,Critical,Donuts,DONUT PUB,,2015-09-24T00:00:00.000,10011
1413,Violations were cited in the following area(s).,MANHATTAN,Critical,Donuts,DONUT PUB,,2015-09-24T00:00:00.000,10011
1414,Violations were cited in the following area(s).,MANHATTAN,Critical,Donuts,DONUT PUB,,2015-09-24T00:00:00.000,10011
1415,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Donuts,DONUT PUB,,2015-09-24T00:00:00.000,10011
1416,Violations were cited in the following area(s).,BROOKLYN,Critical,American,REBEN LUNCHEONETTE,A,2018-10-15T00:00:00.000,11211
1417,Violations were cited in the following area(s).,BROOKLYN,Not Critical,American,REBEN LUNCHEONETTE,A,2018-10-15T00:00:00.000,11211
1418,Violations were cited in the following area(s).,BROOKLYN,Not Critical,American,REBEN LUNCHEONETTE,,2018-05-08T00:00:00.000,11211
1419,Violations were cited in the following area(s).,BROOKLYN,Critical,American,REBEN LUNCHEONETTE,B,2018-03-29T00:00:00.000,11211
1420,Violations were cited in the following area(s).,BROOKLYN,Critical,American,REBEN LUNCHEONETTE,B,2018-03-29T00:00:00.000,11211
1421,Violations were cited in the following area(s).,BROOKLYN,Not Critical,American,REBEN LUNCHEONETTE,B,2018-03-29T00:00:00.000,11211
1422,Violations were cited in the following area(s).,BROOKLYN,Critical,American,REBEN LUNCHEONETTE,,2018-02-09T00:00:00.000,11211
1423,Violations were cited in the following area(s).,BROOKLYN,Critical,American,REBEN LUNCHEONETTE,,2018-02-09T00:00:00.000,11211
1424,Violations were cited in the following area(s).,BROOKLYN,Critical,American,REBEN LUNCHEONETTE,,2018-02-09T00:00:00.000,11211
1425,Violations were cited in the following area(s).,BROOKLYN,Not Critical,American,REBEN LUNCHEONETTE,,2018-02-09T00:00:00.000,11211
1426,Violations were cited in the following area(s).,BROOKLYN,Not Critical,American,REBEN LUNCHEONETTE,,2018-02-09T00:00:00.000,11211
1427,No violations were recorded at the time of this inspection.,BROOKLYN,Not Applicable,American,REBEN LUNCHEONETTE,,2018-02-02T00:00:00.000,11211
1428,No violations were recorded at the time of this inspection.,BROOKLYN,Not Applicable,American,REBEN LUNCHEONETTE,,2018-01-17T00:00:00.000,11211
1429,No violations were recorded at the time of this inspection.,BROOKLYN,Not Applicable,American,REBEN LUNCHEONETTE,,2017-12-07T00:00:00.000,11211
1430,Violations were cited in the following area(s).,BROOKLYN,Critical,American,REBEN LUNCHEONETTE,B,2017-07-03T00:00:00.000,11211
1431,Violations were cited in the following area(s).,BROOKLYN,Critical,American,REBEN LUNCHEONETTE,B,2017-07-03T00:00:00.000,11211
1432,Violations were cited in the following area(s).,BROOKLYN,Critical,American,REBEN LUNCHEONETTE,,2017-06-06T00:00:00.000,11211
1433,Violations were cited in the following area(s).,BROOKLYN,Critical,American,REBEN LUNCHEONETTE,,2017-06-06T00:00:00.000,11211
1434,Violations were cited in the following area(s).,BROOKLYN,Critical,American,REBEN LUNCHEONETTE,,2017-06-06T00:00:00.000,11211
1435,Violations were cited in the following area(s).,BROOKLYN,Critical,American,REBEN LUNCHEONETTE,,2017-06-06T00:00:00.000,11211
1436,Violations were cited in the following area(s).,BROOKLYN,Not Critical,American,REBEN LUNCHEONETTE,,2017-06-06T00:00:00.000,11211
1437,Violations were cited in the following area(s).,BROOKLYN,Critical,American,REBEN LUNCHEONETTE,A,2016-11-02T00:00:00.000,11211
1438,Violations were cited in the following area(s).,BROOKLYN,Not Critical,American,REBEN LUNCHEONETTE,A,2016-11-02T00:00:00.000,11211
1439,Establishment re-opened by DOHMH,BROOKLYN,Critical,American,REBEN LUNCHEONETTE,P,2016-09-20T00:00:00.000,11211
1440,Establishment re-opened by DOHMH,BROOKLYN,Not Critical,American,REBEN LUNCHEONETTE,P,2016-09-20T00:00:00.000,11211
1441,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,BROOKLYN,Critical,American,REBEN LUNCHEONETTE,,2016-09-13T00:00:00.000,11211
1442,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,BROOKLYN,Not Critical,American,REBEN LUNCHEONETTE,,2016-09-13T00:00:00.000,11211
1443,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,BROOKLYN,Not Critical,American,REBEN LUNCHEONETTE,,2016-09-13T00:00:00.000,11211
1444,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,BROOKLYN,Not Critical,American,REBEN LUNCHEONETTE,,2016-09-13T00:00:00.000,11211
1445,Violations were cited in the following area(s).,BROOKLYN,Critical,American,REBEN LUNCHEONETTE,A,2016-03-30T00:00:00.000,11211
1446,Violations were cited in the following area(s).,BROOKLYN,Not Critical,American,REBEN LUNCHEONETTE,A,2016-03-30T00:00:00.000,11211
1447,Violations were cited in the following area(s).,BROOKLYN,Critical,American,REBEN LUNCHEONETTE,,2016-03-07T00:00:00.000,11211
1448,Violations were cited in the following area(s).,BROOKLYN,Critical,American,REBEN LUNCHEONETTE,,2016-03-07T00:00:00.000,11211
1449,Violations were cited in the following area(s).,BROOKLYN,Critical,American,REBEN LUNCHEONETTE,,2016-03-07T00:00:00.000,11211
1450,Violations were cited in the following area(s).,BROOKLYN,Not Critical,American,REBEN LUNCHEONETTE,,2016-03-07T00:00:00.000,11211
1451,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,V & T RESTAURANT,Z,2019-02-20T00:00:00.000,10025
1452,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,V & T RESTAURANT,Z,2019-02-20T00:00:00.000,10025
1453,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,V & T RESTAURANT,Z,2019-02-20T00:00:00.000,10025
1454,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,V & T RESTAURANT,Z,2019-02-20T00:00:00.000,10025
1455,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,V & T RESTAURANT,Z,2019-02-20T00:00:00.000,10025
1456,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,V & T RESTAURANT,Z,2019-02-20T00:00:00.000,10025
1457,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,V & T RESTAURANT,,2019-01-24T00:00:00.000,10025
1458,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,V & T RESTAURANT,,2019-01-24T00:00:00.000,10025
1459,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,V & T RESTAURANT,,2019-01-24T00:00:00.000,10025
1460,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,V & T RESTAURANT,,2019-01-24T00:00:00.000,10025
1461,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,V & T RESTAURANT,,2019-01-24T00:00:00.000,10025
1462,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,V & T RESTAURANT,A,2018-08-28T00:00:00.000,10025
1463,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,V & T RESTAURANT,A,2018-08-28T00:00:00.000,10025
1464,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,V & T RESTAURANT,,2018-08-06T00:00:00.000,10025
1465,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,V & T RESTAURANT,,2018-08-06T00:00:00.000,10025
1466,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,V & T RESTAURANT,,2018-08-06T00:00:00.000,10025
1467,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,V & T RESTAURANT,,2018-08-06T00:00:00.000,10025
1468,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,V & T RESTAURANT,,2018-08-06T00:00:00.000,10025
1469,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,V & T RESTAURANT,A,2018-02-21T00:00:00.000,10025
1470,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,V & T RESTAURANT,,2017-12-28T00:00:00.000,10025
1471,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,V & T RESTAURANT,,2017-12-28T00:00:00.000,10025
1472,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,V & T RESTAURANT,,2017-12-28T00:00:00.000,10025
1473,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,V & T RESTAURANT,A,2017-03-01T00:00:00.000,10025
1474,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,V & T RESTAURANT,,2017-01-31T00:00:00.000,10025
1475,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,V & T RESTAURANT,,2017-01-31T00:00:00.000,10025
1476,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,V & T RESTAURANT,,2017-01-31T00:00:00.000,10025
1477,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,V & T RESTAURANT,,2017-01-31T00:00:00.000,10025
1478,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,V & T RESTAURANT,A,2016-06-22T00:00:00.000,10025
1479,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,V & T RESTAURANT,A,2016-06-22T00:00:00.000,10025
1480,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,V & T RESTAURANT,A,2016-06-22T00:00:00.000,10025
1481,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,V & T RESTAURANT,,2016-05-05T00:00:00.000,10025
1482,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,V & T RESTAURANT,,2016-05-05T00:00:00.000,10025
1483,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,V & T RESTAURANT,,2016-05-05T00:00:00.000,10025
1484,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,V & T RESTAURANT,,2016-05-05T00:00:00.000,10025
1485,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,V & T RESTAURANT,,2016-05-05T00:00:00.000,10025
1486,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,V & T RESTAURANT,,2016-05-05T00:00:00.000,10025
1487,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,V & T RESTAURANT,,2016-05-05T00:00:00.000,10025
1488,Violations were cited in the following area(s).,QUEENS,Critical,American,JAHN'S RESTAURANT,A,2019-03-06T00:00:00.000,11372
1489,Violations were cited in the following area(s).,QUEENS,Not Critical,American,JAHN'S RESTAURANT,A,2019-03-06T00:00:00.000,11372
1490,Violations were cited in the following area(s).,QUEENS,Not Critical,American,JAHN'S RESTAURANT,A,2019-03-06T00:00:00.000,11372
1491,Violations were cited in the following area(s).,QUEENS,Critical,American,JAHN'S RESTAURANT,A,2018-03-19T00:00:00.000,11372
1492,Violations were cited in the following area(s).,QUEENS,Not Critical,American,JAHN'S RESTAURANT,A,2018-03-19T00:00:00.000,11372
1493,Violations were cited in the following area(s).,QUEENS,Not Critical,American,JAHN'S RESTAURANT,A,2018-03-19T00:00:00.000,11372
1494,Violations were cited in the following area(s).,QUEENS,Critical,American,JAHN'S RESTAURANT,A,2017-11-08T00:00:00.000,11372
1495,Violations were cited in the following area(s).,QUEENS,Not Critical,American,JAHN'S RESTAURANT,A,2017-11-08T00:00:00.000,11372
1496,Violations were cited in the following area(s).,QUEENS,Not Critical,American,JAHN'S RESTAURANT,A,2017-11-08T00:00:00.000,11372
1497,Violations were cited in the following area(s).,QUEENS,Critical,American,JAHN'S RESTAURANT,,2017-09-20T00:00:00.000,11372
1498,Violations were cited in the following area(s).,QUEENS,Critical,American,JAHN'S RESTAURANT,,2017-09-20T00:00:00.000,11372
1499,Violations were cited in the following area(s).,QUEENS,Not Critical,American,JAHN'S RESTAURANT,,2017-09-20T00:00:00.000,11372
1500,Violations were cited in the following area(s).,QUEENS,Not Critical,American,JAHN'S RESTAURANT,,2017-09-20T00:00:00.000,11372
1501,Violations were cited in the following area(s).,QUEENS,Critical,American,JAHN'S RESTAURANT,A,2017-02-22T00:00:00.000,11372
1502,Violations were cited in the following area(s).,QUEENS,Critical,American,JAHN'S RESTAURANT,A,2017-02-22T00:00:00.000,11372
1503,Violations were cited in the following area(s).,QUEENS,Not Critical,American,JAHN'S RESTAURANT,A,2017-02-22T00:00:00.000,11372
1504,Violations were cited in the following area(s).,QUEENS,Critical,American,JAHN'S RESTAURANT,,2017-02-07T00:00:00.000,11372
1505,Violations were cited in the following area(s).,QUEENS,Critical,American,JAHN'S RESTAURANT,,2017-02-07T00:00:00.000,11372
1506,Violations were cited in the following area(s).,BROOKLYN,Critical,Pizza,J&V FAMOUS PIZZA,A,2019-04-15T00:00:00.000,11204
1507,Violations were cited in the following area(s).,BROOKLYN,Critical,Pizza,J&V FAMOUS PIZZA,A,2018-12-19T00:00:00.000,11204
1508,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Pizza,J&V FAMOUS PIZZA,A,2018-12-19T00:00:00.000,11204
1509,Violations were cited in the following area(s).,BROOKLYN,Critical,Pizza,J&V FAMOUS PIZZA,,2018-12-10T00:00:00.000,11204
1510,Violations were cited in the following area(s).,BROOKLYN,Critical,Pizza,J&V FAMOUS PIZZA,,2018-12-10T00:00:00.000,11204
1511,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Pizza,J&V FAMOUS PIZZA,,2018-12-10T00:00:00.000,11204
1512,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Pizza,J&V FAMOUS PIZZA,,2018-12-10T00:00:00.000,11204
1513,Violations were cited in the following area(s).,BROOKLYN,Critical,Pizza,J&V FAMOUS PIZZA,A,2017-11-30T00:00:00.000,11204
1514,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Pizza,J&V FAMOUS PIZZA,A,2017-11-30T00:00:00.000,11204
1515,Violations were cited in the following area(s).,BROOKLYN,Not Critical,Pizza,J&V FAMOUS PIZZA,A,2017-04-05T00:00:00.000,11204
1516,Violations were cited in the following area(s).,BROOKLYN,Critical,Pizza,J&V FAMOUS PIZZA,,2017-03-02T00:00:00.000,11204
1517,Violations were cited in the following area(s).,BROOKLYN,Critical,Pizza,J&V FAMOUS PIZZA,,2017-03-02T00:00:00.000,11204
1518,Violations were cited in the following area(s).,BROOKLYN,Critical,Pizza,J&V FAMOUS PIZZA,,2017-03-02T00:00:00.000,11204
1519,Violations were cited in the following area(s).,MANHATTAN,Critical,American,JOE ALLEN RESTAURANT,A,2018-06-25T00:00:00.000,10036
1520,Violations were cited in the following area(s).,MANHATTAN,Critical,American,JOE ALLEN RESTAURANT,A,2018-06-25T00:00:00.000,10036
1521,Violations were cited in the following area(s).,MANHATTAN,Critical,American,JOE ALLEN RESTAURANT,A,2018-01-23T00:00:00.000,10036
1522,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,JOE ALLEN RESTAURANT,A,2018-01-23T00:00:00.000,10036
1523,Violations were cited in the following area(s).,MANHATTAN,Critical,American,JOE ALLEN RESTAURANT,,2017-11-20T00:00:00.000,10036
1524,Violations were cited in the following area(s).,MANHATTAN,Critical,American,JOE ALLEN RESTAURANT,,2017-11-20T00:00:00.000,10036
1525,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,JOE ALLEN RESTAURANT,,2017-11-20T00:00:00.000,10036
1526,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,JOE ALLEN RESTAURANT,A,2016-07-19T00:00:00.000,10036
1527,Violations were cited in the following area(s).,MANHATTAN,Critical,American,JOE ALLEN RESTAURANT,A,2015-10-09T00:00:00.000,10036
1528,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,JOE ALLEN RESTAURANT,A,2015-10-09T00:00:00.000,10036
1529,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,JOE ALLEN RESTAURANT,A,2015-10-09T00:00:00.000,10036
1530,Violations were cited in the following area(s).,MANHATTAN,Critical,American,JOE ALLEN RESTAURANT,,2015-09-17T00:00:00.000,10036
1531,Violations were cited in the following area(s).,MANHATTAN,Critical,American,JOE ALLEN RESTAURANT,,2015-09-17T00:00:00.000,10036
1532,Violations were cited in the following area(s).,MANHATTAN,Not Critical,American,JOE ALLEN RESTAURANT,,2015-09-17T00:00:00.000,10036
1533,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,BARBETTA RESTAURANT,A,2019-06-07T00:00:00.000,
1534,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,BARBETTA RESTAURANT,A,2019-06-07T00:00:00.000,
1535,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,BARBETTA RESTAURANT,A,2019-06-07T00:00:00.000,
1536,Violations were cited in the following area(s).,MANHATTAN,Not Critical,Italian,BARBETTA RESTAURANT,A,2019-06-07T00:00:00.000,
1537,Violations were cited in the following area(s).,MANHATTAN,Critical,Italian,BARBETTA RESTAURANT,,2018-06-20T00:00:00.000,
